location,package,name,nvloc,cloc,cd
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\date\MonthConstants.java,org.jfree.chart.date,MonthConstants,65,38,0.5846153846153846
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\date\package-info.java,org.jfree.chart.date,package-info,4,3,0.75
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\date\SerialDate.java,org.jfree.chart.date,SerialDate,857,52,0.060676779463243874
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\date\SpreadsheetDate.java,org.jfree.chart.date,SpreadsheetDate,408,53,0.12990196078431374
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\Drawable.java,org.jfree.chart,Drawable,43,31,0.7209302325581395
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\encoders\EncoderUtil.java,org.jfree.chart.encoders,EncoderUtil,178,44,0.24719101123595505
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\encoders\ImageEncoder.java,org.jfree.chart.encoders,ImageEncoder,95,43,0.45263157894736844
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\encoders\ImageEncoderFactory.java,org.jfree.chart.encoders,ImageEncoderFactory,143,48,0.3356643356643357
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\encoders\ImageFormat.java,org.jfree.chart.encoders,ImageFormat,52,43,0.8269230769230769
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\encoders\package-info.java,org.jfree.chart.encoders,package-info,4,3,0.75
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\encoders\SunJPEGEncoderAdapter.java,org.jfree.chart.encoders,SunJPEGEncoderAdapter,156,40,0.2564102564102564
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\encoders\SunPNGEncoderAdapter.java,org.jfree.chart.encoders,SunPNGEncoderAdapter,117,40,0.3418803418803419
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\AxisEntity.java,org.jfree.chart.entity,AxisEntity,191,39,0.20418848167539266
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\CategoryItemEntity.java,org.jfree.chart.entity,CategoryItemEntity,175,39,0.22285714285714286
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\CategoryLabelEntity.java,org.jfree.chart.entity,CategoryLabelEntity,117,40,0.3418803418803419
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\ChartEntity.java,org.jfree.chart.entity,ChartEntity,371,41,0.1105121293800539
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\EntityCollection.java,org.jfree.chart.entity,EntityCollection,95,39,0.4105263157894737
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\FlowEntity.java,org.jfree.chart.entity,FlowEntity,106,40,0.37735849056603776
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\JFreeChartEntity.java,org.jfree.chart.entity,JFreeChartEntity,190,38,0.2
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\LegendItemEntity.java,org.jfree.chart.entity,LegendItemEntity,154,41,0.2662337662337662
